Accession,Organism_Name,Species,Isolate,Segment,Length,Nuc_Completeness,Country,Host,Collection_Date
HM587094,Rift Valley fever virus,Phlebovirus riftense,SA106/10,M,490,partial,South Africa,Homo sapiens,2010
HM587095,Rift Valley fever virus,Phlebovirus riftense,SA423/10,M,490,partial,South Africa,Homo sapiens,2010
HM587096,Rift Valley fever virus,Phlebovirus riftense,SA404/09,M,490,partial,South Africa,Homo sapiens,2009
HM587097,Rift Valley fever virus,Phlebovirus riftense,SA373/10,M,490,partial,South Africa,Homo sapiens,2010
HM587098,Rift Valley fever virus,Phlebovirus riftense,SA85/10,M,490,partial,South Africa,Homo sapiens,2010
HM587099,Rift Valley fever virus,Phlebovirus riftense,SA1224/10,M,490,partial,South Africa,Homo sapiens,2010
HM587100,Rift Valley fever virus,Phlebovirus riftense,SPU77/04,M,490,partial,Namibia,Homo sapiens,2004
HM587101,Rift Valley fever virus,Phlebovirus riftense,Ar20364,M,490,partial,South Africa,Culex zombaensis,1981
HM587102,Rift Valley fever virus,Phlebovirus riftense,SNS,M,490,partial,Uganda,Eretmapodites,1944
HM587103,Rift Valley fever virus,Phlebovirus riftense,95EG vaccine,M,490,partial,Uganda,,1944
HM587104,Rift Valley fever virus,Phlebovirus riftense,KEN57 Rintoul,M,490,partial,Kenya,Ovis aries,1951
HM587105,Rift Valley fever virus,Phlebovirus riftense,B314,M,490,partial,Kenya,Bos taurus,1962
HM587106,Rift Valley fever virus,Phlebovirus riftense,B674,M,490,partial,Kenya,Bos taurus,1963
HM587107,Rift Valley fever virus,Phlebovirus riftense,SA184/10,M,490,partial,South Africa,Homo sapiens,2010
HM587108,Rift Valley fever virus,Phlebovirus riftense,An1830,M,490,partial,South Africa,Ovis aries,1956
HM587109,Rift Valley fever virus,Phlebovirus riftense,Ar74,M,490,partial,South Africa,Aedes circumluteolus,1955
HM587110,Rift Valley fever virus,Phlebovirus riftense,H1739,M,490,partial,South Africa,Homo sapiens,1975
HM587111,Rift Valley fever virus,Phlebovirus riftense,VRL763/70,M,490,partial,Zimbabwe,,1970
HM587112,Rift Valley fever virus,Phlebovirus riftense,Ar12568,M,490,partial,South Africa,Eretmapodites quinquevittatus,1971
HM587113,Rift Valley fever virus,Phlebovirus riftense,Ar11186,M,490,partial,Zimbabwe,Aedes lineatopennis,1969
HM587114,Rift Valley fever virus,Phlebovirus riftense,H1825,M,490,partial,South Africa,Homo sapiens,1975
HM587115,Rift Valley fever virus,Phlebovirus riftense,95EG Cow-2509,M,490,partial,Egypt,Bos taurus,1995
HM587116,Rift Valley fever virus,Phlebovirus riftense,Kitale1840,M,490,partial,Kenya,Bos taurus,1964
HM587118,Rift Valley fever virus,Phlebovirus riftense,KEN56/B2653/IB8,M,490,partial,Kenya,Bos taurus,1963
HM587119,Rift Valley fever virus,Phlebovirus riftense,Lunyo,M,490,partial,Uganda,Aedes sp.,1955
HM587120,Rift Valley fever virus,Phlebovirus riftense,Ar118,M,490,partial,South Africa,Aedes circumluteolus,1955
HM587121,Rift Valley fever virus,Phlebovirus riftense,VRL2373/74,M,490,partial,Zimbabwe,,1974
HM587122,Rift Valley fever virus,Phlebovirus riftense,OS-4,M,490,partial,Mauritania,Homo sapiens,1988
HM587123,Rift Valley fever virus,Phlebovirus riftense,HD21955,M,490,partial,Senegal,Homo sapiens,1975
HM587124,Rift Valley fever virus,Phlebovirus riftense,ArD38661,M,490,partial,Senegal,Aedes dalzieli,1983
HM587125,Rift Valley fever virus,Phlebovirus riftense,SA51,M,490,partial,South Africa,Ovis aries,1951
HQ009512,Rift Valley fever virus,Phlebovirus riftense,M48/08,M,3885,complete,Madagascar,Bos taurus,2008
JF784386,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,South Africa,Ovis aries,1974
JF784387,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,South Africa,Ovis aries,1974
JF784388,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,South Africa,Ovis aries,1974
HQ403562,Rift Valley fever virus,Phlebovirus riftense,RVFV/VRLCU/Marsa Matrouh19/2004,M,324,partial,Egypt,Ixodoidea,2004
HQ403563,Rift Valley fever virus,Phlebovirus riftense,RVFV/VRLCU/Cairo7/2004,M,605,partial,Egypt,Ixodoidea,2004
HQ403564,Rift Valley fever virus,Phlebovirus riftense,RVFV/VRLCU/Cairo4/2004,M,400,partial,Egypt,Ixodoidea,2004
JF311368,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Madagascar,Homo sapiens,2008-01
JF311369,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Madagascar,Homo sapiens,2008-02
JF311370,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Madagascar,Homo sapiens,2008-03
JF311371,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Madagascar,Homo sapiens,2008-03
JF311372,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Madagascar,Homo sapiens,1991-02
JF311373,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Madagascar,Bos taurus,1991-02
JF311374,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Madagascar,Bos taurus,2008-02
JF311375,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Madagascar,Bos taurus,2008-02
JF311376,Rift Valley fever virus,Phlebovirus riftense,,L,6404,complete,Madagascar,Bos taurus,2008-03
JF311377,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Madagascar,Homo sapiens,2008-01
JF311378,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Madagascar,Homo sapiens,2008-02
JF311379,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Madagascar,Homo sapiens,2008-03
JF311380,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Madagascar,Homo sapiens,2008-03
JF311381,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Madagascar,Homo sapiens,1991-02
JF311382,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Madagascar,Bos taurus,1991-02
JF311383,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Madagascar,Bos taurus,2008-02
JF311384,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Madagascar,Bos taurus,2008-02
JF311385,Rift Valley fever virus,Phlebovirus riftense,,M,3885,complete,Madagascar,Bos taurus,2008-03
JF311386,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Madagascar,Homo sapiens,2008-01
JF311387,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Madagascar,Homo sapiens,2008-02
JF311388,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Madagascar,Homo sapiens,2008-03
JF311389,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Madagascar,Homo sapiens,2008-03
JF311390,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Madagascar,Homo sapiens,1991-02
JF311391,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Madagascar,Bos taurus,1991-02
JF311392,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Madagascar,Bos taurus,2008-02
JF311393,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Madagascar,Bos taurus,2008-02
JF311394,Rift Valley fever virus,Phlebovirus riftense,,S,1691,complete,Madagascar,Bos taurus,2008-03
HM586953,Rift Valley fever virus,Phlebovirus riftense,,L,6404,partial,Kenya,Homo sapiens,2006-12-21
HM586954,Rift Valley fever virus,Phlebovirus riftense,,L,6404,partial,Kenya,Homo sapiens,2006-12-21
HM586955,Rift Valley fever virus,Phlebovirus riftense,,L,6404,partial,Kenya,Homo sapiens,2007-01-05
HM586956,Rift Valley fever virus,Phlebovirus riftense,,L,6404,partial,Kenya,Homo sapiens,2007-01-15
HM586957,Rift Valley fever virus,Phlebovirus riftense,,L,6404,partial,Kenya,Homo sapiens,2007-02-03
HM586958,Rift Valley fever virus,Phlebovirus riftense,,L,6404,partial,Kenya,Homo sapiens,2007-01-30
HM586959,Rift Valley fever virus,Phlebovirus riftense,,L,6404,partial,Tanzania,Homo sapiens,2007-02-08
HM586960,Rift Valley fever virus,Phlebovirus riftense,,L,6404,partial,Tanzania,Homo sapiens,2007-03-14
HM586961,Rift Valley fever virus,Phlebovirus riftense,,L,6404,partial,Kenya,Culicidae,2006-12-29
HM586962,Rift Valley fever virus,Phlebovirus riftense,,L,6404,partial,Kenya,Culicidae,2007-01-13
HM586963,Rift Valley fever virus,Phlebovirus riftense,,L,6404,partial,Kenya,Culicidae,2007-02-13
HM586964,Rift Valley fever virus,Phlebovirus riftense,,M,3885,partial,Kenya,,2006-12-21
HM586965,Rift Valley fever virus,Phlebovirus riftense,,M,3885,partial,Kenya,,2006-12-21
HM586966,Rift Valley fever virus,Phlebovirus riftense,,M,3885,partial,Kenya,,2007-01-05
HM586967,Rift Valley fever virus,Phlebovirus riftense,,M,3885,partial,Kenya,,2007-01-15
HM586968,Rift Valley fever virus,Phlebovirus riftense,,M,3885,partial,Kenya,,2007-02-03
HM586969,Rift Valley fever virus,Phlebovirus riftense,,M,3885,partial,Kenya,,2007-01-30
HM586970,Rift Valley fever virus,Phlebovirus riftense,,M,3885,partial,Tanzania,,2007-02-08
HM586971,Rift Valley fever virus,Phlebovirus riftense,,M,3885,partial,Tanzania,,2007-03-14
HM586972,Rift Valley fever virus,Phlebovirus riftense,,M,3885,partial,Kenya,,2006-12-29
HM586973,Rift Valley fever virus,Phlebovirus riftense,,M,3885,partial,Kenya,,2007-01-13
HM586974,Rift Valley fever virus,Phlebovirus riftense,,M,3885,partial,Kenya,,2007-02-13
HM586975,Rift Valley fever virus,Phlebovirus riftense,,S,1691,partial,Kenya,,2006-12-21
HM586976,Rift Valley fever virus,Phlebovirus riftense,,S,1691,partial,Kenya,,2006-12-21
HM586977,Rift Valley fever virus,Phlebovirus riftense,,S,1691,partial,Kenya,,2007-01-05
HM586978,Rift Valley fever virus,Phlebovirus riftense,,S,1691,partial,Kenya,,2007-01-15
HM586979,Rift Valley fever virus,Phlebovirus riftense,,S,1691,partial,Kenya,,2007-02-03
HM586980,Rift Valley fever virus,Phlebovirus riftense,,S,1691,partial,Kenya,,2007-01-30
HM586981,Rift Valley fever virus,Phlebovirus riftense,,S,1691,partial,Tanzania,,2007-02-08
HM586982,Rift Valley fever virus,Phlebovirus riftense,,S,1691,partial,Tanzania,,2007-03-14
HM586983,Rift Valley fever virus,Phlebovirus riftense,,S,1691,partial,Kenya,,2006-12-29
HM586984,Rift Valley fever virus,Phlebovirus riftense,,S,1691,partial,Kenya,,2007-01-13
GU135840,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Anopheles coustani,2008-12-19
GU135841,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Anopheles squamosus,2008-12-19
GU135842,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Anopheles squamosus,2008-12-20
GU135843,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Culex antennatus,2008-12-19
GU135844,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Culex antennatus,2008-12-20
GU135845,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Anopheles squamosus,2009-04-27
GU135846,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Anopheles squamosus,2009-04-27
GU135847,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Anopheles squamosus,2009-04-28
GU135848,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Anopheles coustani,2008-12-19
GU135849,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Anopheles squamosus,2008-12-19
GU135850,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Anopheles squamosus,2008-12-20
GU135851,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Culex antennatus,2008-12-19
GU135852,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Culex antennatus,2008-12-20
GU135853,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Anopheles squamosus,2009-04-27
GU135854,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Anopheles squamosus,2009-04-27
GU135855,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Anopheles squamosus,2009-04-28
GU135856,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Anopheles coustani,2008-12-19
GU135857,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Anopheles squamosus,2008-12-19
GU135858,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Anopheles squamosus,2008-12-20
GU135859,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Culex antennatus,2008-12-19
GU135860,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Culex antennatus,2008-12-20
GU135861,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Anopheles squamosus,2009-04-27
GU135862,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Anopheles squamosus,2009-04-27
GU135863,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Anopheles squamosus,2009-04-28
GQ443126,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-01-30
GQ443127,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Bos taurus,2008-02-20
GQ443128,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Bos taurus,2008-02-20
GQ443129,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-02-22
GQ443130,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-02-15
GQ443131,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Bos taurus,2008-02-22
GQ443132,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Bos taurus,2008-02-22
GQ443133,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-02-26
GQ443134,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-02-26
GQ443135,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-03-09
GQ443136,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-03-12
GQ443137,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-03-12
GQ443138,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-03-12
GQ443139,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-03-11
GQ443140,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-03-14
GQ443141,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-03-16
GQ443142,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-03-23
GQ443143,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-03-23
GQ443144,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-03-23
GQ443145,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-03-23
GQ443146,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-03-23
GQ443147,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-03-23
GQ443148,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-03-23
GQ443149,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-03-23
GQ443150,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-03-23
GQ443151,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-03-23
GQ443152,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Bos taurus,2008-03-24
GQ443153,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Bos taurus,2008-03-24
GQ443154,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Bos taurus,2008-03-23
GQ443155,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Bos taurus,2008-03-24
GQ443156,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-03-25
GQ443157,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-03-26
GQ443158,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-03-26
GQ443159,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-03-26
GQ443160,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-03-26
GQ443161,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-03-26
GQ443162,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-03-26
GQ443163,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-03-28
GQ443164,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Capra hircus,2008-04-13
GQ443165,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-04-15
GQ443166,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Bos taurus,2008-04-18
GQ443167,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Ovis aries,2008-04-20
GQ443168,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Bos taurus,2008-04-25
GQ443169,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-04-25
GQ443170,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-04-29
GQ443171,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-04-23
GQ443172,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Bos taurus,2008-11-28
GQ443173,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Bos taurus,2008-11-29
GQ443174,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Bos taurus,2008-12-01
GQ443175,Rift Valley fever virus,Phlebovirus riftense,,S,627,partial,Madagascar,Homo sapiens,2008-12-12
GQ443176,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-01-30
GQ443177,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Bos taurus,2008-02-20
GQ443178,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Bos taurus,2008-02-20
GQ443179,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-02-22
GQ443180,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-02-15
GQ443181,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Bos taurus,2008-02-22
GQ443182,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-02-26
GQ443183,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-02-26
GQ443184,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-03-09
GQ443185,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-03-12
GQ443186,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-03-12
GQ443187,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-03-12
GQ443188,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-03-11
GQ443189,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-03-14
GQ443190,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-03-16
GQ443191,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-03-23
GQ443192,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-03-23
GQ443193,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-03-23
GQ443194,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-03-23
GQ443195,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-03-23
GQ443196,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-03-23
GQ443197,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-03-23
GQ443198,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-03-23
GQ443199,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-03-23
GQ443200,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Bos taurus,2008-03-24
GQ443201,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Bos taurus,2008-03-24
GQ443202,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Bos taurus,2008-03-24
GQ443203,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-03-25
GQ443204,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-03-26
GQ443205,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-03-26
GQ443206,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-03-26
GQ443207,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-03-26
GQ443208,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-03-26
GQ443209,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-03-28
GQ443210,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Capra hircus,2008-04-13
GQ443211,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-04-15
GQ443212,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Bos taurus,2008-04-18
GQ443213,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Ovis aries,2008-04-20
GQ443214,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Bos taurus,2008-04-25
GQ443215,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-05-25
GQ443216,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-04-29
GQ443217,Rift Valley fever virus,Phlebovirus riftense,,L,564,partial,Madagascar,Homo sapiens,2008-04-23
GQ443218,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-01-30
GQ443219,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Bos taurus,2008-02-20
GQ443220,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Bos taurus,2008-02-20
GQ443221,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-02-22
GQ443222,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-02-15
GQ443223,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-02-26
GQ443224,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-03-09
GQ443225,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-03-12
GQ443226,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-03-12
GQ443227,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-03-12
GQ443228,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-03-11
GQ443229,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-03-14
GQ443230,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-03-23
GQ443231,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-03-23
GQ443232,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-03-23
GQ443233,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-03-23
GQ443234,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-03-23
GQ443235,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-03-23
GQ443236,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-03-23
GQ443237,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-03-23
GQ443238,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-03-23
GQ443239,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-03-23
GQ443240,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Bos taurus,2008-03-24
GQ443241,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-03-25
GQ443242,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-03-26
GQ443243,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-03-26
GQ443244,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-03-26
GQ443245,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-03-26
GQ443246,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-03-26
GQ443247,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-03-26
GQ443248,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-03-28
GQ443249,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Capra hircus,2008-04-13
GQ443250,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Homo sapiens,2008-04-15
GQ443251,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Bos taurus,2008-04-18
GQ443252,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Ovis aries,2008-04-20
GQ443253,Rift Valley fever virus,Phlebovirus riftense,,M,756,partial,Madagascar,Bos taurus,2008-04-25
